Entry Point,Month,Value,Year,Category,Region,Conservation Area,Visitors,Metric,English_Year,Group,Count,Type,Hotel_Type,Hotel_Count,Bed_Count,Types of Course,Details,Third Country,Indian,% Change,Gender,Age_Group,Total,Nationality,Percent
,September,,2012,,,,,,,Nepali,195,,,,,,,,,,,,,,
,October,,2012,,,,,,,Nepali,309,,,,,,,,,,,,,,
,November,,2012,,,,,,,Nepali,301,,,,,,,,,,,,,,
,December,,2012,,,,,,,Nepali,367,,,,,,,,,,,,,,
,January,,2012,,,,,,,Foreigner,295,,,,,,,,,,,,,,
,February,,2012,,,,,,,Foreigner,324,,,,,,,,,,,,,,
,March,,2012,,,,,,,Foreigner,369,,,,,,,,,,,,,,
,April,,2012,,,,,,,Foreigner,414,,,,,,,,,,,,,,
,May,,2012,,,,,,,Foreigner,313,,,,,,,,,,,,,,
,June,,2012,,,,,,,Foreigner,137,,,,,,,,,,,,,,
,July,,2012,,,,,,,Foreigner,63,,,,,,,,,,,,,,
,August,,2012,,,,,,,Foreigner,139,,,,,,,,,,,,,,
,September,,2012,,,,,,,Foreigner,332,,,,,,,,,,,,,,
,October,,2012,,,,,,,Foreigner,599,,,,,,,,,,,,,,
,November,,2012,,,,,,,Foreigner,525,,,,,,,,,,,,,,
,December,,2012,,,,,,,Foreigner,525,,,,,,,,,,,,,,
,January,,2013,,,,,,,Nepali,235,,,,,,,,,,,,,,
,February,,2013,,,,,,,Nepali,263,,,,,,,,,,,,,,
,March,,2013,,,,,,,Nepali,301,,,,,,,,,,,,,,
,April,,2013,,,,,,,Nepali,198,,,,,,,,,,,,,,
,May,,2013,,,,,,,Nepali,120,,,,,,,,,,,,,,
,June,,2013,,,,,,,Nepali,32,,,,,,,,,,,,,,
,July,,2013,,,,,,,Nepali,31,,,,,,,,,,,,,,
,August,,2013,,,,,,,Nepali,46,,,,,,,,,,,,,,
,September,,2013,,,,,,,Nepali,197,,,,,,,,,,,,,,
,October,,2013,,,,,,,Nepali,312,,,,,,,,,,,,,,
,November,,2013,,,,,,,Nepali,304,,,,,,,,,,,,,,
,December,,2013,,,,,,,Nepali,371,,,,,,,,,,,,,,
,January,,2013,,,,,,,Foreigner,298,,,,,,,,,,,,,,
,February,,2013,,,,,,,Foreigner,327,,,,,,,,,,,,,,
,March,,2013,,,,,,,Foreigner,403,,,,,,,,,,,,,,
,April,,2013,,,,,,,Foreigner,418,,,,,,,,,,,,,,
,May,,2013,,,,,,,Foreigner,316,,,,,,,,,,,,,,
,June,,2013,,,,,,,Foreigner,171,,,,,,,,,,,,,,
,July,,2013,,,,,,,Foreigner,64,,,,,,,,,,,,,,
,August,,2013,,,,,,,Foreigner,140,,,,,,,,,,,,,,
,September,,2013,,,,,,,Foreigner,335,,,,,,,,,,,,,,
,October,,2013,,,,,,,Foreigner,605,,,,,,,,,,,,,,
,November,,2013,,,,,,,Foreigner,530,,,,,,,,,,,,,,
,December,,2013,,,,,,,Foreigner,530,,,,,,,,,,,,,,
,January,,2014,,,,,,,Nepali,-,,,,,,,,,,,,,,
,February,,2014,,,,,,,Nepali,-,,,,,,,,,,,,,,
,March,,2014,,,,,,,Nepali,-,,,,,,,,,,,,,,
,April,,2014,,,,,,,Nepali,-,,,,,,,,,,,,,,
,May,,2014,,,,,,,Nepali,-,,,,,,,,,,,,,,
,June,,2014,,,,,,,Nepali,-,,,,,,,,,,,,,,
,July,,2014,,,,,,,Nepali,-,,,,,,,,,,,,,,
,August,,2014,,,,,,,Nepali,-,,,,,,,,,,,,,,
,September,,2014,,,,,,,Nepali,-,,,,,,,,,,,,,,
,October,,2014,,,,,,,Nepali,-,,,,,,,,,,,,,,
,November,,2014,,,,,,,Nepali,-,,,,,,,,,,,,,,
,December,,2014,,,,,,,Nepali,-,,,,,,,,,,,,,,
,January,,2014,,,,,,,Foreigner,-,,,,,,,,,,,,,,
,February,,2014,,,,,,,Foreigner,-,,,,,,,,,,,,,,
,March,,2014,,,,,,,Foreigner,-,,,,,,,,,,,,,,
,April,,2014,,,,,,,Foreigner,-,,,,,,,,,,,,,,
,May,,2014,,,,,,,Foreigner,-,,,,,,,,,,,,,,
,June,,2014,,,,,,,Foreigner,-,,,,,,,,,,,,,,
,July,,2014,,,,,,,Foreigner,-,,,,,,,,,,,,,,
,August,,2014,,,,,,,Foreigner,-,,,,,,,,,,,,,,
,September,,2014,,,,,,,Foreigner,-,,,,,,,,,,,,,,
,October,,2014,,,,,,,Foreigner,-,,,,,,,,,,,,,,
,November,,2014,,,,,,,Foreigner,-,,,,,,,,,,,,,,
,December,,2014,,,,,,,Foreigner,-,,,,,,,,,,,,,,
,January,,2015,,,,,,,Nepali,366,,,,,,,,,,,,,,
,February,,2015,,,,,,,Nepali,465,,,,,,,,,,,,,,
,March,,2015,,,,,,,Nepali,411,,,,,,,,,,,,,,
,April,,2015,,,,,,,Nepali,468,,,,,,,,,,,,,,
,May,,2015,,,,,,,Nepali,224,,,,,,,,,,,,,,
,June,,2015,,,,,,,Nepali,103,,,,,,,,,,,,,,
,July,,2015,,,,,,,Nepali,135,,,,,,,,,,,,,,
,August,,2015,,,,,,,Nepali,187,,,,,,,,,,,,,,
,September,,2015,,,,,,,Nepali,236,,,,,,,,,,,,,,
,October,,2015,,,,,,,Nepali,243,,,,,,,,,,,,,,
,November,,2015,,,,,,,Nepali,307,,,,,,,,,,,,,,
,December,,2015,,,,,,,Nepali,162,,,,,,,,,,,,,,
,January,,2015,,,,,,,Foreigner,935,,,,,,,,,,,,,,
,February,,2015,,,,,,,Foreigner,822,,,,,,,,,,,,,,
,March,,2015,,,,,,,Foreigner,911,,,,,,,,,,,,,,
,April,,2015,,,,,,,Foreigner,913,,,,,,,,,,,,,,
,May,,2015,,,,,,,Foreigner,90,,,,,,,,,,,,,,
,June,,2015,,,,,,,Foreigner,36,,,,,,,,,,,,,,
,July,,2015,,,,,,,Foreigner,38,,,,,,,,,,,,,,
,August,,2015,,,,,,,Foreigner,152,,,,,,,,,,,,,,
,September,,2015,,,,,,,Foreigner,210,,,,,,,,,,,,,,
,October,,2015,,,,,,,Foreigner,495,,,,,,,,,,,,,,
,November,,2015,,,,,,,Foreigner,534,,,,,,,,,,,,,,
,December,,2015,,,,,,,Foreigner,556,,,,,,,,,,,,,,
,January,,2016,,,,,,,Nepali,530,,,,,,,,,,,,,,
,February,,2016,,,,,,,Nepali,1040,,,,,,,,,,,,,,
,March,,2016,,,,,,,Nepali,1020,,,,,,,,,,,,,,
,April,,2016,,,,,,,Nepali,1040,,,,,,,,,,,,,,
,May,,2016,,,,,,,Nepali,1146,,,,,,,,,,,,,,
,June,,2016,,,,,,,Nepali,1350,,,,,,,,,,,,,,
,July,,2016,,,,,,,Nepali,980,,,,,,,,,,,,,,
,August,,2016,,,,,,,Nepali,1360,,,,,,,,,,,,,,
,September,,2016,,,,,,,Nepali,1509,,,,,,,,,,,,,,
,October,,2016,,,,,,,Nepali,1640,,,,,,,,,,,,,,
,November,,2016,,,,,,,Nepali,1340,,,,,,,,,,,,,,
,December,,2016,,,,,,,Nepali,1130,,,,,,,,,,,,,,
,January,,2016,,,,,,,Foreigner,870,,,,,,,,,,,,,,
,February,,2016,,,,,,,Foreigner,1040,,,,,,,,,,,,,,
,March,,2016,,,,,,,Foreigner,1020,,,,,,,,,,,,,,
,April,,2016,,,,,,,Foreigner,1040,,,,,,,,,,,,,,
,May,,2016,,,,,,,Foreigner,1146,,,,,,,,,,,,,,
,June,,2016,,,,,,,Foreigner,1350,,,,,,,,,,,,,,
,July,,2016,,,,,,,Foreigner,980,,,,,,,,,,,,,,
,August,,2016,,,,,,,Foreigner,1360,,,,,,,,,,,,,,
,September,,2016,,,,,,,Foreigner,1509,,,,,,,,,,,,,,
,October,,2016,,,,,,,Foreigner,1640,,,,,,,,,,,,,,
,November,,2016,,,,,,,Foreigner,1340,,,,,,,,,,,,,,
,December,,2016,,,,,,,Foreigner,1130,,,,,,,,,,,,,,
,January,,2017,,,,,,,Nepali,630,,,,,,,,,,,,,,
,February,,2017,,,,,,,Nepali,432,,,,,,,,,,,,,,
,March,,2017,,,,,,,Nepali,405,,,,,,,,,,,,,,
,April,,2017,,,,,,,Nepali,310,,,,,,,,,,,,,,
,May,,2017,,,,,,,Nepali,485,,,,,,,,,,,,,,
,June,,2017,,,,,,,Nepali,205,,,,,,,,,,,,,,
,July,,2017,,,,,,,Nepali,260,,,,,,,,,,,,,,
,August,,2017,,,,,,,Nepali,380,,,,,,,,,,,,,,
,September,,2017,,,,,,,Nepali,355,,,,,,,,,,,,,,
,October,,2017,,,,,,,Nepali,510,,,,,,,,,,,,,,
,November,,2017,,,,,,,Nepali,605,,,,,,,,,,,,,,
,December,,2017,,,,,,,Nepali,310,,,,,,,,,,,,,,
,January,,2017,,,,,,,Foreigner,860,,,,,,,,,,,,,,
,February,,2017,,,,,,,Foreigner,1050,,,,,,,,,,,,,,
,March,,2017,,,,,,,Foreigner,1020,,,,,,,,,,,,,,
,April,,2017,,,,,,,Foreigner,1045,,,,,,,,,,,,,,
,May,,2017,,,,,,,Foreigner,1155,,,,,,,,,,,,,,
,June,,2017,,,,,,,Foreigner,1330,,,,,,,,,,,,,,
,July,,2017,,,,,,,Foreigner,1020,,,,,,,,,,,,,,
,August,,2017,,,,,,,Foreigner,1330,,,,,,,,,,,,,,
,September,,2017,,,,,,,Foreigner,1517,,,,,,,,,,,,,,
,October,,2017,,,,,,,Foreigner,1647,,,,,,,,,,,,,,
,November,,2017,,,,,,,Foreigner,1380,,,,,,,,,,,,,,
,December,,2017,,,,,,,Foreigner,1030,,,,,,,,,,,,,,
,January,,2018,,,,,,,Nepali,700,,,,,,,,,,,,,,
,February,,2018,,,,,,,Nepali,521,,,,,,,,,,,,,,
,March,,2018,,,,,,,Nepali,505,,,,,,,,,,,,,,
,April,,2018,,,,,,,Nepali,352,,,,,,,,,,,,,,
,May,,2018,,,,,,,Nepali,551,,,,,,,,,,,,,,
,June,,2018,,,,,,,Nepali,291,,,,,,,,,,,,,,
,July,,2018,,,,,,,Nepali,360,,,,,,,,,,,,,,
,August,,2018,,,,,,,Nepali,489,,,,,,,,,,,,,,
,September,,2018,,,,,,,Nepali,555,,,,,,,,,,,,,,
,October,,2018,,,,,,,Nepali,607,,,,,,,,,,,,,,
,November,,2018,,,,,,,Nepali,644,,,,,,,,,,,,,,
,December,,2018,,,,,,,Nepali,344,,,,,,,,,,,,,,
,January,,2018,,,,,,,Foreigner,905,,,,,,,,,,,,,,
,February,,2018,,,,,,,Foreigner,1103,,,,,,,,,,,,,,
,March,,2018,,,,,,,Foreigner,1139,,,,,,,,,,,,,,
,April,,2018,,,,,,,Foreigner,1062,,,,,,,,,,,,,,
,May,,2018,,,,,,,Foreigner,1307,,,,,,,,,,,,,,
,June,,2018,,,,,,,Foreigner,1339,,,,,,,,,,,,,,
,July,,2018,,,,,,,Foreigner,1107,,,,,,,,,,,,,,
,August,,2018,,,,,,,Foreigner,1430,,,,,,,,,,,,,,
,September,,2018,,,,,,,Foreigner,1531,,,,,,,,,,,,,,
,October,,2018,,,,,,,Foreigner,1632,,,,,,,,,,,,,,
,November,,2018,,,,,,,Foreigner,1489,,,,,,,,,,,,,,
,December,,2018,,,,,,,Foreigner,1054,,,,,,,,,,,,,,
,January,,2019,,,,,,,Nepali,850,,,,,,,,,,,,,,
,February,,2019,,,,,,,Nepali,575,,,,,,,,,,,,,,
,March,,2019,,,,,,,Nepali,650,,,,,,,,,,,,,,
,April,,2019,,,,,,,Nepali,501,,,,,,,,,,,,,,
,May,,2019,,,,,,,Nepali,602,,,,,,,,,,,,,,
,June,,2019,,,,,,,Nepali,305,,,,,,,,,,,,,,
,July,,2019,,,,,,,Nepali,376,,,,,,,,,,,,,,
,August,,2019,,,,,,,Nepali,525,,,,,,,,,,,,,,
,September,,2019,,,,,,,Nepali,689,,,,,,,,,,,,,,
,October,,2019,,,,,,,Nepali,705,,,,,,,,,,,,,,
,November,,2019,,,,,,,Nepali,773,,,,,,,,,,,,,,
,December,,2019,,,,,,,Nepali,550,,,,,,,,,,,,,,
,January,,2019,,,,,,,Foreigner,1507,,,,,,,,,,,,,,
,February,,2019,,,,,,,Foreigner,2594,,,,,,,,,,,,,,
,March,,2019,,,,,,,Foreigner,2780,,,,,,,,,,,,,,
,April,,2019,,,,,,,Foreigner,1810,,,,,,,,,,,,,,
,May,,2019,,,,,,,Foreigner,2191,,,,,,,,,,,,,,
,June,,2019,,,,,,,Foreigner,1834,,,,,,,,,,,,,,
,July,,2019,,,,,,,Foreigner,1755,,,,,,,,,,,,,,
,August,,2019,,,,,,,Foreigner,1651,,,,,,,,,,,,,,
,September,,2019,,,,,,,Foreigner,2103,,,,,,,,,,,,,,
,October,,2019,,,,,,,Foreigner,2970,,,,,,,,,,,,,,
,November,,2019,,,,,,,Foreigner,2245,,,,,,,,,,,,,,
,December,,2019,,,,,,,Foreigner,1981,,,,,,,,,,,,,,
,January,,2020,,,,,,,Nepali,900,,,,,,,,,,,,,,
,February,,2020,,,,,,,Nepali,625,,,,,,,,,,,,,,
,March,,2020,,,,,,,Nepali,400,,,,,,,,,,,,,,
,April,,2020,,,,,,,Nepali,-,,,,,,,,,,,,,,
,May,,2020,,,,,,,Nepali,-,,,,,,,,,,,,,,
,June,,2020,,,,,,,Nepali,-,,,,,,,,,,,,,,
,July,,2020,,,,,,,Nepali,-,,,,,,,,,,,,,,
,August,,2020,,,,,,,Nepali,-,,,,,,,,,,,,,,
,September,,2020,,,,,,,Nepali,-,,,,,,,,,,,,,,
,October,,2020,,,,,,,Nepali,4500,,,,,,,,,,,,,,
,November,,2020,,,,,,,Nepali,6300,,,,,,,,,,,,,,
,December,,2020,,,,,,,Nepali,4200,,,,,,,,,,,,,,
,January,,2020,,,,,,,Foreigner,1700,,,,,,,,,,,,,,
,February,,2020,,,,,,,Foreigner,2150,,,,,,,,,,,,,,
,March,,2020,,,,,,,Foreigner,1500,,,,,,,,,,,,,,
,April,,2020,,,,,,,Foreigner,-,,,,,,,,,,,,,,
,May,,2020,,,,,,,Foreigner,-,,,,,,,,,,,,,,
,June,,2020,,,,,,,Foreigner,-,,,,,,,,,,,,,,
,July,,2020,,,,,,,Foreigner,-,,,,,,,,,,,,,,
,August,,2020,,,,,,,Foreigner,-,,,,,,,,,,,,,,
,September,,2020,,,,,,,Foreigner,-,,,,,,,,,,,,,,
,October,,2020,,,,,,,Foreigner,-,,,,,,,,,,,,,,
,November,,2020,,,,,,,Foreigner,-,,,,,,,,,,,,,,
,December,,2020,,,,,,,Foreigner,-,,,,,,,,,,,,,,
,January,,2021,,,,,,,Nepali,1100,,,,,,,,,,,,,,
,February,,2021,,,,,,,Nepali,1450,,,,,,,,,,,,,,
,March,,2021,,,,,,,Nepali,1650,,,,,,,,,,,,,,
,April,,2021,,,,,,,Nepali,450,,,,,,,,,,,,,,
,May,,2021,,,,,,,Nepali,-,,,,,,,,,,,,,,
,June,,2021,,,,,,,Nepali,-,,,,,,,,,,,,,,
,July,,2021,,,,,,,Nepali,-,,,,,,,,,,,,,,
,August,,2021,,,,,,,Nepali,-,,,,,,,,,,,,,,
,September,,2021,,,,,,,Nepali,-,,,,,,,,,,,,,,
,October,,2021,,,,,,,Nepali,1800,,,,,,,,,,,,,,
,November,,2021,,,,,,,Nepali,2100,,,,,,,,,,,,,,
,December,,2021,,,,,,,Nepali,3200,,,,,,,,,,,,,,
,January,,2021,,,,,,,Foreigner,-,,,,,,,,,,,,,,
,February,,2021,,,,,,,Foreigner,-,,,,,,,,,,,,,,
,March,,2021,,,,,,,Foreigner,-,,,,,,,,,,,,,,
,April,,2021,,,,,,,Foreigner,-,,,,,,,,,,,,,,
,May,,2021,,,,,,,Foreigner,-,,,,,,,,,,,,,,
,June,,2021,,,,,,,Foreigner,-,,,,,,,,,,,,,,
,July,,2021,,,,,,,Foreigner,-,,,,,,,,,,,,,,
,August,,2021,,,,,,,Foreigner,-,,,,,,,,,,,,,,
,September,,2021,,,,,,,Foreigner,-,,,,,,,,,,,,,,
,October,,2021,,,,,,,Foreigner,-,,,,,,,,,,,,,,
,November,,2021,,,,,,,Foreigner,-,,,,,,,,,,,,,,
,December,,2021,,,,,,,Foreigner,1200,,,,,,,,,,,,,,
,January,,2022,,,,,,,Nepali,679,,,,,,,,,,,,,,
,February,,2022,,,,,,,Nepali,803,,,,,,,,,,,,,,
,March,,2022,,,,,,,Nepali,718,,,,,,,,,,,,,,
,April,,2022,,,,,,,Nepali,605,,,,,,,,,,,,,,
,May,,2022,,,,,,,Nepali,203,,,,,,,,,,,,,,
,June,,2022,,,,,,,Nepali,411,,,,,,,,,,,,,,
,July,,2022,,,,,,,Nepali,316,,,,,,,,,,,,,,
,August,,2022,,,,,,,Nepali,566,,,,,,,,,,,,,,
,September,,2022,,,,,,,Nepali,1030,,,,,,,,,,,,,,
,October,,2022,,,,,,,Nepali,1238,,,,,,,,,,,,,,
,November,,2022,,,,,,,Nepali,1836,,,,,,,,,,,,,,
,December,,2022,,,,,,,Nepali,936,,,,,,,,,,,,,,
,January,,2022,,,,,,,Foreigner,469,,,,,,,,,,,,,,
,February,,2022,,,,,,,Foreigner,968,,,,,,,,,,,,,,
,March,,2022,,,,,,,Foreigner,511,,,,,,,,,,,,,,
,April,,2022,,,,,,,Foreigner,338,,,,,,,,,,,,,,
,May,,2022,,,,,,,Foreigner,224,,,,,,,,,,,,,,
,June,,2022,,,,,,,Foreigner,149,,,,,,,,,,,,,,
,July,,2022,,,,,,,Foreigner,225,,,,,,,,,,,,,,
,August,,2022,,,,,,,Foreigner,638,,,,,,,,,,,,,,
,September,,2022,,,,,,,Foreigner,457,,,,,,,,,,,,,,
,October,,2022,,,,,,,Foreigner,996,,,,,,,,,,,,,,
,November,,2022,,,,,,,Foreigner,407,,,,,,,,,,,,,,
,December,,2022,,,,,,,Foreigner,362,,,,,,,,,,,,,,
,January,,2023,,,,,,,Nepali,711,,,,,,,,,,,,,,
,February,,2023,,,,,,,Nepali,605,,,,,,,,,,,,,,
,March,,2023,,,,,,,Nepali,618,,,,,,,,,,,,,,
,April,,2023,,,,,,,Nepali,405,,,,,,,,,,,,,,
,May,,2023,,,,,,,Nepali,316,,,,,,,,,,,,,,
,June,,2023,,,,,,,Nepali,398,,,,,,,,,,,,,,
,July,,2023,,,,,,,Nepali,296,,,,,,,,,,,,,,
,August,,2023,,,,,,,Nepali,608,,,,,,,,,,,,,,
,September,,2023,,,,,,,Nepali,828,,,,,,,,,,,,,,
,October,,2023,,,,,,,Nepali,1850,,,,,,,,,,,,,,
,November,,2023,,,,,,,Nepali,1320,,,,,,,,,,,,,,
,December,,2023,,,,,,,Nepali,1520,,,,,,,,,,,,,,
,January,,2023,,,,,,,Foreigner,635,,,,,,,,,,,,,,
,February,,2023,,,,,,,Foreigner,1020,,,,,,,,,,,,,,
,March,,2023,,,,,,,Foreigner,621,,,,,,,,,,,,,,
,April,,2023,,,,,,,Foreigner,231,,,,,,,,,,,,,,
,May,,2023,,,,,,,Foreigner,202,,,,,,,,,,,,,,
,June,,2023,,,,,,,Foreigner,198,,,,,,,,,,,,,,
,July,,2023,,,,,,,Foreigner,208,,,,,,,,,,,,,,
,August,,2023,,,,,,,Foreigner,531,,,,,,,,,,,,,,
,September,,2023,,,,,,,Foreigner,511,,,,,,,,,,,,,,
,October,,2023,,,,,,,Foreigner,978,,,,,,,,,,,,,,
,November,,2023,,,,,,,Foreigner,998,,,,,,,,,,,,,,
,December,,2023,,,,,,,Foreigner,860,,,,,,,,,,,,,,
,January,,2024,,,,,,,Nepali,886,,,,,,,,,,,,,,
,February,,2024,,,,,,,Nepali,1040,,,,,,,,,,,,,,
,March,,2024,,,,,,,Nepali,1002,,,,,,,,,,,,,,
,April,,2024,,,,,,,Nepali,826,,,,,,,,,,,,,,
,May,,2024,,,,,,,Nepali,808,,,,,,,,,,,,,,
,June,,2024,,,,,,,Nepali,607,,,,,,,,,,,,,,
,July,,2024,,,,,,,Nepali,515,,,,,,,,,,,,,,
,August,,2024,,,,,,,Nepali,1120,,,,,,,,,,,,,,
,September,,2024,,,,,,,Nepali,1509,,,,,,,,,,,,,,
,October,,2024,,,,,,,Nepali,1640,,,,,,,,,,,,,,
,November,,2024,,,,,,,Nepali,1340,,,,,,,,,,,,,,
,December,,2024,,,,,,,Nepali,936,,,,,,,,,,,,,,
,January,,2024,,,,,,,Foreigner,,,,,,,,,,,,,,,
,February,,2024,,,,,,,Foreigner,1120,,,,,,,,,,,,,,
,March,,2024,,,,,,,Foreigner,911,,,,,,,,,,,,,,
,April,,2024,,,,,,,Foreigner,826,,,,,,,,,,,,,,
,May,,2024,,,,,,,Foreigner,606,,,,,,,,,,,,,,
,June,,2024,,,,,,,Foreigner,538,,,,,,,,,,,,,,
,July,,2024,,,,,,,Foreigner,408,,,,,,,,,,,,,,
,August,,2024,,,,,,,Foreigner,707,,,,,,,,,,,,,,
,September,,2024,,,,,,,Foreigner,1180,,,,,,,,,,,,,,
,October,,2024,,,,,,,Foreigner,1320,,,,,,,,,,,,,,
,November,,2024,,,,,,,Foreigner,1560,,,,,,,,,,,,,,
,December,,2024,,,,,,,Foreigner,1221,,,,,,,,,,,,,,
,,11807,2013,,,,,Flight_Movement,,,,DEP,,,,,,,,,,,,,
,,11812,2013,,,,,Flight_Movement,,,,ARR,,,,,,,,,,,,,
,,23619,2013,,,,,Flight_Movement,,,,TOTAL,,,,,,,,,,,,,
,,1647235,2013,,,,,PAX_Movement,,,,OUT,,,,,,,,,,,,,
,,1493067,2013,,,,,PAX_Movement,,,,IN,,,,,,,,,,,,,
,,3140302,2013,,,,,PAX_Movement,,,,TOTAL,,,,,,,,,,,,,
,,13605,2014,,,,,Flight_Movement,,,,DEP,,,,,,,,,,,,,
,,13603,2014,,,,,Flight_Movement,,,,ARR,,,,,,,,,,,,,
,,27208,2014,,,,,Flight_Movement,,,,TOTAL,,,,,,,,,,,,,
,,1889448,2014,,,,,PAX_Movement,,,,OUT,,,,,,,,,,,,,
,,1622199,2014,,,,,PAX_Movement,,,,IN,,,,,,,,,,,,,
,,3511647,2014,,,,,PAX_Movement,,,,TOTAL,,,,,,,,,,,,,
,,13281,2015,,,,,Flight_Movement,,,,DEP,,,,,,,,,,,,,
,,13283,2015,,,,,Flight_Movement,,,,ARR,,,,,,,,,,,,,
,,26564,2015,,,,,Flight_Movement,,,,TOTAL,,,,,,,,,,,,,
,,1674664,2015,,,,,PAX_Movement,,,,OUT,,,,,,,,,,,,,
,,1542498,2015,,,,,PAX_Movement,,,,IN,,,,,,,,,,,,,
,,3217162,2015,,,,,PAX_Movement,,,,TOTAL,,,,,,,,,,,,,
,,13560,2016,,,,,Flight_Movement,,,,DEP,,,,,,,,,,,,,
,,13558,2016,,,,,Flight_Movement,,,,ARR,,,,,,,,,,,,,
,,27118,2016,,,,,Flight_Movement,,,,TOTAL,,,,,,,,,,,,,
,,1823598,2016,,,,,PAX_Movement,,,,OUT,,,,,,,,,,,,,
,,1687144,2016,,,,,PAX_Movement,,,,IN,,,,,,,,,,,,,
,,3510742,2016,,,,,PAX_Movement,,,,TOTAL,,,,,,,,,,,,,
,,16680,2017,,,,,Flight_Movement,,,,DEP,,,,,,,,,,,,,
,,16682,2017,,,,,Flight_Movement,,,,ARR,,,,,,,,,,,,,
,,33362,2017,,,,,Flight_Movement,,,,TOTAL,,,,,,,,,,,,,
,,2083150,2017,,,,,PAX_Movement,,,,OUT,,,,,,,,,,,,,
,,1804695,2017,,,,,PAX_Movement,,,,IN,,,,,,,,,,,,,
,,3887845,2017,,,,,PAX_Movement,,,,TOTAL,,,,,,,,,,,,,
,,16951,2019,,,,,Flight_Movement,,,,DEP,,,,,,,,,,,,,
,,16946,2019,,,,,Flight_Movement,,,,ARR,,,,,,,,,,,,,
,,33897,2019,,,,,Flight_Movement,,,,TOTAL,,,,,,,,,,,,,
,,2201775,2019,,,,,PAX_Movement,,,,OUT,,,,,,,,,,,,,
,,2180458,2019,,,,,PAX_Movement,,,,IN,,,,,,,,,,,,,
,,4382233,2019,,,,,PAX_Movement,,,,TOTAL,,,,,,,,,,,,,
,,16212,2019,,,,,Flight_Movement,,,,DEP,,,,,,,,,,,,,
,,16213,2019,,,,,Flight_Movement,,,,ARR,,,,,,,,,,,,,
,,32425,2019,,,,,Flight_Movement,,,,TOTAL,,,,,,,,,,,,,
,,2245338,2019,,,,,PAX_Movement,,,,OUT,,,,,,,,,,,,,
,,1893426,2019,,,,,PAX_Movement,,,,IN,,,,,,,,,,,,,
,,4138764,2019,,,,,PAX_Movement,,,,TOTAL,,,,,,,,,,,,,
,,5121,2020,,,,,Flight_Movement,,,,DEP,,,,,,,,,,,,,
,,5135,2020,,,,,Flight_Movement,,,,ARR,,,,,,,,,,,,,
,,10256,2020,,,,,Flight_Movement,,,,TOTAL,,,,,,,,,,,,,
,,539651,2020,,,,,PAX_Movement,,,,OUT,,,,,,,,,,,,,
,,566207,2020,,,,,PAX_Movement,,,,IN,,,,,,,,,,,,,
,,1105858,2020,,,,,PAX_Movement,,,,TOTAL,,,,,,,,,,,,,
,,5878,2021,,,,,Flight_Movement,,,,DEP,,,,,,,,,,,,,
,,5882,2021,,,,,Flight_Movement,,,,ARR,,,,,,,,,,,,,
,,11760,2021,,,,,Flight_Movement,,,,TOTAL,,,,,,,,,,,,,
,,748327,2021,,,,,PAX_Movement,,,,OUT,,,,,,,,,,,,,
,,708602,2021,,,,,PAX_Movement,,,,IN,,,,,,,,,,,,,
,,1456929,2021,,,,,PAX_Movement,,,,TOTAL,,,,,,,,,,,,,
,,12154,2022,,,,,Flight_Movement,,,,DEP,,,,,,,,,,,,,
,,12158,2022,,,,,Flight_Movement,,,,ARR,,,,,,,,,,,,,
,,24312,2022,,,,,Flight_Movement,,,,TOTAL,,,,,,,,,,,,,
,,1931517,2022,,,,,PAX_Movement,,,,OUT,,,,,,,,,,,,,
,,1556811,2022,,,,,PAX_Movement,,,,IN,,,,,,,,,,,,,
,,3488328,2022,,,,,PAX_Movement,,,,TOTAL,,,,,,,,,,,,,
,,15730,2023,,,,,Flight_Movement,,,,DEP,,,,,,,,,,,,,
,,15730,2023,,,,,Flight_Movement,,,,ARR,,,,,,,,,,,,,
,,31460,2023,,,,,Flight_Movement,,,,TOTAL,,,,,,,,,,,,,
,,2420787,2023,,,,,PAX_Movement,,,,OUT,,,,,,,,,,,,,
,,2120350,2023,,,,,PAX_Movement,,,,IN,,,,,,,,,,,,,
,,4541137,2023,,,,,PAX_Movement,,,,TOTAL,,,,,,,,,,,,,
,,16620,2024,,,,,Flight_Movement,,,,DEP,,,,,,,,,,,,,
,,16627,2024,,,,,Flight_Movement,,,,ARR,,,,,,,,,,,,,
,,33247,2024,,,,,Flight_Movement,,,,TOTAL,,,,,,,,,,,,,
,,2607515,2024,,,,,PAX_Movement,,,,OUT,,,,,,,,,,,,,
,,2355951,2024,,,,,PAX_Movement,,,,IN,,,,,,,,,,,,,
,,4963466,2024,,,,,PAX_Movement,,,,TOTAL,,,,,,,,,,,,,
,,34544,2013,,,,,Flight_Movement,,,,DEP,,,,,,,,,,,,,
,,34532,2013,,,,,Flight_Movement,,,,ARR,,,,,,,,,,,,,
,,769100,2013,,,,,Passenger_Movement,,,,IN,,,,,,,,,,,,,
,,773504,2013,,,,,Passenger_Movement,,,,OUT,,,,,,,,,,,,,
,,34270,2014,,,,,Flight_Movement,,,,DEP,,,,,,,,,,,,,
,,34266,2014,,,,,Flight_Movement,,,,ARR,,,,,,,,,,,,,
,,728857,2014,,,,,Passenger_Movement,,,,IN,,,,,,,,,,,,,
,,721701,2014,,,,,Passenger_Movement,,,,OUT,,,,,,,,,,,,,
